date,USSW10.spot,DXY.spot,XAU.spot,XAG.spot,CL1.spot,TYA.spot,NGA.spot,C.spot,USSW10.rvol10D,DXY.rvol10D,XAU.rvol10D,XAG.rvol10D,CL1.rvol10D,TYA.rvol10D,NGA.rvol10D,C.rvol10D,USSW10.rvol30D,DXY.rvol30D,XAU.rvol30D,XAG.rvol30D,CL1.rvol30D,TYA.rvol30D,NGA.rvol30D,C.rvol30D,CL1.ivol,TYA.ivol,NGA.ivol,C.ivol,USSW10.volume,DXY.volume,XAU.volume,XAG.volume,CL1.volume,TYA.volume,NGA.volume,C.volume,VIX.spot,SPX.spot,SX5E.spot,DAX.spot,NKY.spot,VIX.volume,SPX.volume,SX5E.volume,DAX.volume,NKY.volume,VIX.ivol,SPX.ivol,SX5E.ivol,DAX.ivol,NKY.ivol,VIX.ivol90,SPX.ivol90,SX5E.ivol90,DAX.ivol90,NKY.ivol90,VIX.rvol10D,SPX.rvol10D,SX5E.rvol10D,DAX.rvol10D,NKY.rvol10D,VIX.rvol30D,SPX.rvol30D,SX5E.rvol30D,DAX.rvol30D,NKY.rvol30D,VIX.putcallvolumeratio,SPX.putcallvolumeratio,SX5E.putcallvolumeratio,DAX.putcallvolumeratio,NKY.putcallvolumeratio
9/3/2008,4.3915,78.087,801.3,12.9125,109.35,#N/A N/A,1/8/1900,#N/A N/A,12.23,5.4,15.06,1/28/1900,54.34,#N/A N/A,17.99,#N/A N/A,1/18/1900,7.93,24.45,48.2,38.65,#N/A N/A,20.24,#N/A N/A,1/25/1900,4.18,34.85,34.74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,247584,#N/A N/A,#N/A N/A,#N/A N/A,21.43,1274.98,3368.97,6467.49,12689.59,#N/A N/A,1002995840,756162112,120806464,1292558464,40.8946,22.6963,22.5255,22.4485,26.7493,37.2138,24.9897,24.2923,24.1001,26.1231,91.29,18.31,19.02,15.85,23.05,90.29,22.28,20.03,18.51,22.45,0.5807,2.0714,1.2139,0.9877,1.4653
9/4/2008,4.304,78.61,796.45,12.805,107.89,#N/A N/A,1/8/1900,#N/A N/A,11.9,5.02,13.33,1/22/1900,41.46,#N/A N/A,12.9,#N/A N/A,1/17/1900,7.96,24.35,48.13,38.53,#N/A N/A,19.18,#N/A N/A,1/24/1900,4.18,34.97,35.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,264187,#N/A N/A,#N/A N/A,#N/A N/A,24.03,1236.83,3274.82,6279.57,12557.66,#N/A N/A,1180321792,975909888,161594112,1451849472,40.8946,23.5065,23.9184,23.595,22.7275,37.2138,25.7464,25.4141,25.1174,26.8371,105.13,24.39,23.32,22.05,23.45,92.33,23.04,21.77,20.53,21.94,0.6292,1.1408,1.2728,1.482,1.3271
9/5/2008,4.373,78.932,803.5,12.27,106.23,#N/A N/A,1/8/1900,#N/A N/A,16.23,4.78,14.92,1/28/1900,32.57,#N/A N/A,12.93,#N/A N/A,1/17/1900,7.78,24.66,48.77,38.46,#N/A N/A,19.09,#N/A N/A,2/5/1900,4.18,35.06,34.22,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,249111,#N/A N/A,#N/A N/A,#N/A N/A,23.06,1242.31,3185.83,6127.44,12212.23,#N/A N/A,1067809984,1263847040,198012400,1556755456,40.8946,23.3352,24.7382,23.8619,21.6543,37.2138,25.5701,26.042,25.8423,24.7007,102.74,23.29,27.09,25.33,24.77,92.93,23.05,23.01,21.42,23.22,0.5887,1.0462,1.7311,1.7707,1.1149
9/8/2008,4.269,79.589,802.3,12.0775,106.34,#N/A N/A,1/8/1900,#N/A N/A,19.6,5.37,14.48,1/26/1900,32.17,#N/A N/A,9,#N/A N/A,1/18/1900,7.73,24.56,48.77,38.15,#N/A N/A,19.65,#N/A N/A,2/4/1900,4.18,35.05,34.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,317923,#N/A N/A,#N/A N/A,#N/A N/A,22.64,1267.79,3284.12,6263.74,12624.46,#N/A N/A,1545576320,1194165760,191563664,1350642432,40.8946,22.7681,23.4896,23.2495,23.3463,37.2138,25.0624,25.0435,25.0981,24.7864,90.06,24.59,32.49,28.37,32.38,91.44,23.13,24.87,22.38,25.33,0.355,1.1438,0.8479,1.2844,1.2723
9/9/2008,4.202,79.247,777.25,11.28,103.26,#N/A N/A,1/8/1900,#N/A N/A,20.35,6.02,20.6,2/8/1900,31.64,#N/A N/A,9.11,#N/A N/A,1/18/1900,7.98,25.73,51.13,38.56,#N/A N/A,19.71,#N/A N/A,2/4/1900,4.18,35.04,34.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,332463,#N/A N/A,#N/A N/A,#N/A N/A,25.47,1224.51,3261.07,6233.41,12400.65,#N/A N/A,1476018816,1198204416,177757648,1195933440,40.8946,23.8282,22.9284,23.3706,28.2908,37.2138,26.1119,25.2184,25.2813,28.4359,104.64,30.68,32.67,28.42,33.59,93.57,24.43,24.6,22.19,25.22,0.1724,1.4091,0.953,1.2513,0.9725
9/10/2008,4.2455,79.845,752.45,10.685,102.58,#N/A N/A,1/8/1900,#N/A N/A,22.21,6.33,22.32,2/5/1900,26.81,#N/A N/A,7.64,#N/A N/A,1/19/1900,8.01,26.58,51.53,36.23,#N/A N/A,19.73,#N/A N/A,2/4/1900,4.18,35.3,33.88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,331516,#N/A N/A,#N/A N/A,#N/A N/A,24.52,1232.04,3242.02,6210.32,12346.63,#N/A N/A,1319870080,1200655744,164771824,1551689088,40.8946,23.4601,24.074,23.7158,29.9489,37.2138,25.6882,25.1629,25.2133,28.2672,104.97,30.46,30.51,26.46,33.49,93.57,23.92,24.64,22.16,25.2,0.5951,1.5947,1.8386,1.1998,1.311
9/11/2008,4.231,80.146,746.85,10.5525,100.87,#N/A N/A,1/8/1900,#N/A N/A,21.34,6.31,21.95,2/4/1900,26.57,#N/A N/A,7.97,#N/A N/A,1/19/1900,8.02,26.57,51.55,36.09,#N/A N/A,17.68,#N/A N/A,2/4/1900,4.18,35.71,34.07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,311505,#N/A N/A,#N/A N/A,#N/A N/A,24.39,1249.05,3222.1,6178.9,12102.5,#N/A N/A,1273704960,1037412800,154276224,1315643904,40.8946,23.6167,23.2409,23.4356,29.0723,37.2138,25.8756,25.3218,25.343,29.0848,103.68,30.26,30.32,26.35,29.94,90.79,24.05,24.3,21.9,25.11,0.2122,1.3982,1.3929,1.2875,1.1109
9/12/2008,4.3525,78.966,765.5,10.88,101.18,#N/A N/A,1/8/1900,#N/A N/A,28.43,11.91,29.13,2/16/1900,27.37,#N/A N/A,8.56,#N/A N/A,1/20/1900,9.62,27.94,53.29,35.92,#N/A N/A,14.65,#N/A N/A,2/3/1900,4.18,35.52,34.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,273124,#N/A N/A,#N/A N/A,#N/A N/A,25.66,1251.7,3278.02,6234.89,12214.76,#N/A N/A,1124353152,874551168,163676816,1946382336,40.8946,23.478,23.2105,23.2139,21.6238,37.2138,25.7173,24.8255,25.1075,25.4226,102.69,29.87,32.55,27.26,30.66,91.74,24.01,24.79,22.03,25.18,0.2608,1.2705,1.0936,1.4437,1.4431
9/15/2008,4.003,78.909,786.65,11.125,95.71,#N/A N/A,1/8/1900,#N/A N/A,52.09,11.78,33.95,2/21/1900,29.35,#N/A N/A,10.69,#N/A N/A,1/31/1900,9.61,29.03,54.26,38.17,#N/A N/A,14.9,#N/A N/A,2/3/1900,4.18,36.07,34.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,334900,#N/A N/A,#N/A N/A,#N/A N/A,31.7,1192.7,3151.17,6064.16,12214.76,#N/A N/A,1745101312,1901256448,325805120,1946382336,40.8946,24.7627,25.2419,24.3391,21.6238,37.2138,27.0563,25.9462,26.0002,25.4226,143.72,38.67,35.74,27.65,30.66,110.38,27.9,25.97,21.84,25.18,0.1804,2.3742,1.9371,2.195,1.4431
9/16/2008,4.088,79.068,779.73,10.4875,91.15,#N/A N/A,1/8/1900,#N/A N/A,54.93,11.77,34.09,2/26/1900,33.3,#N/A N/A,10.69,#N/A N/A,2/1/1900,9.58,28.91,55.55,39.96,#N/A N/A,14.89,#N/A N/A,1/22/1900,4.18,36.68,33.57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,327157,#N/A N/A,#N/A N/A,#N/A N/A,30.3,1213.59,3088.43,5965.17,11609.72,#N/A N/A,1968803328,1951683584,358120672,1839568512,40.8946,24.688,25.7969,25.1818,42.3282,37.2138,26.9594,26.9507,26.5514,26.5851,146.97,40.92,36.17,28.01,38.98,105.89,26.99,26.26,22.04,29.11,0.2185,3.0782,2.1229,1.8132,1.5966
9/17/2008,4.089,78.095,863.85,11.965,97.16,#N/A N/A,1/8/1900,#N/A N/A,54.56,13.34,65.96,4/10/1900,56.35,#N/A N/A,12.55,#N/A N/A,2/1/1900,10.5,43.02,70.91,45.57,#N/A N/A,15.22,#N/A N/A,2/4/1900,4.18,37.62,35.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,343691,#N/A N/A,#N/A N/A,#N/A N/A,36.22,1156.39,3018.77,5860.98,11749.79,#N/A N/A,1882805120,1738785152,276898080,1580917376,40.8946,25.9141,24.93,25.3092,37.0122,37.2138,28.2151,27.4809,27.3092,41.8431,161.07,45.35,35.36,25.83,39.82,115.41,30.28,26.9,22.46,28.07,0.3537,2.1731,2.1154,1.3989,1.4133
9/18/2008,4.2285,78.019,852.8,11.95,97.88,#N/A N/A,1/8/1900,#N/A N/A,57.57,13.02,67,4/8/1900,57.18,#N/A N/A,12.84,#N/A N/A,2/3/1900,9.33,42.81,69.54,45.41,#N/A N/A,15.22,#N/A N/A,2/5/1900,4.18,37.95,36.04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,243360,#N/A N/A,#N/A N/A,#N/A N/A,33.1,1206.52,3000.83,5863.42,11489.3,#N/A N/A,2145964416,1562354176,296903488,1630065920,40.8946,25.4061,27.2349,25.3133,38.7095,37.2138,27.7439,27.4911,27.1302,29.8577,171.44,52.62,33.54,23.95,40.52,119.72,32.92,26.81,22.4,28.55,0.462,2.2687,2.5842,1.5797,1.3432
9/19/2008,4.4705,77.68,873.55,12.63,104.55,#N/A N/A,1/8/1900,#N/A N/A,64,11.7,67.4,4/12/1900,70.09,#N/A N/A,9.93,#N/A N/A,2/6/1900,9.42,41.65,71.18,49.12,#N/A N/A,15.08,#N/A N/A,2/5/1900,4.18,37.52,36.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,184766,#N/A N/A,#N/A N/A,#N/A N/A,32.07,1255.08,3253.52,6189.53,11920.86,#N/A N/A,2603966208,2833008896,492149440,1846950912,40.8946,24.6148,23.1249,24.2572,24.6459,37.2138,27.0125,25.7025,25.7237,25.548,173.04,56.28,55.46,37.86,45.78,119.99,34.36,36.82,28.21,31.07,0.3792,1.2941,1.2456,0.9251,1.1359
9/22/2008,4.524,76.151,897,13.45,120.92,#N/A N/A,1/8/1900,#N/A N/A,62.78,14.94,62.96,4/6/1900,103.05,#N/A N/A,10.63,#N/A N/A,2/6/1900,11.26,41.99,74,66.28,#N/A N/A,15.43,#N/A N/A,2/15/1900,4.18,37.71,36.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,31934,#N/A N/A,#N/A N/A,#N/A N/A,33.85,1207.09,3181.77,6107.75,12090.59,#N/A N/A,1218877696,1303878144,186483456,1504763264,40.8946,25.581,25.0431,23.6528,25.3681,37.2138,27.8827,25.9307,25.5702,26.0288,166.86,57.15,56.59,38.39,41.9,119.82,36.07,37.32,28.4,30.73,0.7465,2.072,1.0317,0.9971,0.789
9/23/2008,4.5155,76.468,892.15,13.29,106.61,#N/A N/A,1/8/1900,#N/A N/A,62.99,14.16,57.67,3/28/1900,128.87,#N/A N/A,8.99,#N/A N/A,2/6/1900,11.32,41.85,73.47,76.49,#N/A N/A,14.25,#N/A N/A,2/8/1900,4.18,37.58,36.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,316025,#N/A N/A,#N/A N/A,#N/A N/A,35.72,1188.22,3139.83,6068.53,12090.59,#N/A N/A,1109956352,1140865408,182343680,1504763264,40.8946,26.0762,26.0644,24.0778,25.3681,37.2138,28.364,26.3911,25.652,26.0288,161.62,57.39,56.86,38.45,41.9,119.9,36.18,36.88,27.56,30.73,0.209,1.4427,1.1569,0.922,0.789
9/24/2008,4.566,76.788,883,13.26,105.73,#N/A N/A,1/8/1900,#N/A N/A,62.7,14.24,58.11,3/27/1900,128.5,#N/A N/A,9.41,#N/A N/A,2/6/1900,11.25,41.15,72.05,76.01,#N/A N/A,14.29,#N/A N/A,2/9/1900,4.18,37.5,34.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,233417,#N/A N/A,#N/A N/A,#N/A N/A,35.19,1185.87,3119.83,6052.87,12115.03,#N/A N/A,1131532544,1044349888,130478672,1526432000,40.8946,26.5458,25.5056,23.8321,25.7738,37.2138,28.8153,26.5754,25.792,25.747,162.61,56.43,56.86,38.42,41.24,120.3,36.18,36.89,27.52,30.72,0.2195,1.5747,0.9733,0.799,1.4097
9/25/2008,4.538,76.994,877.83,13.215,108.02,#N/A N/A,1/8/1900,#N/A N/A,61.89,13.29,59.38,3/28/1900,128.78,#N/A N/A,9.47,#N/A N/A,2/6/1900,11.09,40.45,64.61,76.34,#N/A N/A,14.15,#N/A N/A,2/9/1900,4.18,37.23,33.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,245163,#N/A N/A,#N/A N/A,#N/A N/A,32.82,1209.18,3207.11,6173.03,12006.53,#N/A N/A,1403115136,1108509824,144900080,1135051776,40.8946,25.5703,23.9716,24.16,37.7769,37.2138,27.855,26.0368,25.4605,37.8145,172.78,57.97,58.35,39.83,41.38,121.04,36.71,37.95,28.27,30.26,0.733,1.1672,1.0969,0.9788,1.4289
9/26/2008,4.5265,76.953,878.75,13.3175,106.89,#N/A N/A,1/8/1900,#N/A N/A,32.74,13.3,59.32,3/29/1900,123.81,#N/A N/A,10.51,#N/A N/A,2/6/1900,11.09,40.29,64.27,76.34,#N/A N/A,14.27,#N/A N/A,2/9/1900,4.18,38.33,33.65,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,168454,#N/A N/A,#N/A N/A,#N/A N/A,34.74,1213.01,3156.46,6063.5,11893.16,#N/A N/A,1133597824,1027997056,143277376,1314407936,40.8946,25.8249,25.5583,25.3764,39.7766,37.2138,28.1081,27.2339,26.6528,38.2724,135.15,51.37,54.76,38,40.36,120.4,36.7,38.18,28.7,30.32,0.528,1.3039,1.6071,2.2549,0.9754
9/29/2008,4.261,77.471,908.75,13.13,96.37,#N/A N/A,1/8/1900,#N/A N/A,50.99,14.07,58.79,3/19/1900,135.54,#N/A N/A,12.32,#N/A N/A,2/10/1900,11.22,41.1,64.29,82.16,#N/A N/A,14.42,#N/A N/A,2/11/1900,4.18,38.61,34.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,248522,#N/A N/A,#N/A N/A,#N/A N/A,46.72,1106.39,3008.19,5807.08,11743.61,#N/A N/A,2696212480,1340649216,282323712,1224830592,40.8946,29.6678,27.5728,26.5381,41.9263,37.2138,31.9168,28.7309,27.9438,39.0435,199.15,70.66,59.95,44.01,40.11,145.62,45.38,39.99,30.6,30.36,0.4564,2.2304,1.6289,1.4929,1.5316
9/30/2008,4.492,79.448,870.95,12.03,100.64,#N/A N/A,1/8/1900,#N/A N/A,56.99,18.95,38.42,3/10/1900,133.14,#N/A N/A,11.64,#N/A N/A,2/13/1900,13.47,43.36,69.38,83.26,#N/A N/A,14.35,#N/A N/A,2/11/1900,4.18,38.53,37.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,252741,#N/A N/A,#N/A N/A,#N/A N/A,39.39,1166.36,3038.2,5831.02,11259.86,#N/A N/A,1452097920,1518866176,280713536,1650215680,40.8946,27.016,26.5017,27.1273,48.0688,37.2138,29.3882,28.9169,28.7316,44.3437,212.82,73.81,59,43.2,36.97,157.26,48.53,40.12,30.56,32.09,0.7725,2.2913,1.5822,1.4101,1.6465
10/1/2008,4.399,79.463,870.87,12.56,98.53,#N/A N/A,1/8/1900,#N/A N/A,57.34,18.9,37.53,3/13/1900,133.78,#N/A N/A,12.89,#N/A N/A,2/14/1900,13.04,42.62,69.33,83.36,#N/A N/A,14.02,#N/A N/A,2/7/1900,4.18,38.49,34.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,280295,#N/A N/A,#N/A N/A,#N/A N/A,39.81,1161.07,3067.35,5806.33,11368.26,#N/A N/A,1221695872,1237046784,204641792,1423933696,40.8946,27.6118,27.2406,26.9781,47.0694,37.2138,30.0005,28.851,28.8648,51.1875,204.25,69.41,59.02,43.24,36.67,156.11,48.45,40.12,30.41,31.91,0.4708,1.463,1.5758,0.9541,1.3756
10/2/2008,4.3485,80.439,836.45,10.845,93.97,#N/A N/A,1/8/1900,#N/A N/A,48.51,19.17,41.2,4/12/1900,129.63,#N/A N/A,12.83,#N/A N/A,2/13/1900,13.29,44.11,81.11,82.29,#N/A N/A,12.31,#N/A N/A,2/10/1900,4.18,38.37,34.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,223270,#N/A N/A,#N/A N/A,#N/A N/A,45.26,1114.28,3007.51,5660.63,11154.76,#N/A N/A,1355748096,1270118144,224027888,1564223360,40.8946,29.2926,27.7494,27.9365,45.7165,37.2138,31.6607,29.183,29.0615,48.4394,209.01,66.36,35.76,29.03,36.14,158.3,49.71,39.9,30.55,32.19,0.3045,2.7828,1.0984,1.2941,1.0553
10/3/2008,4.265,80.313,835.58,11.14,93.88,#N/A N/A,1/8/1900,#N/A N/A,48.28,13.48,36.82,4/4/1900,89.58,#N/A N/A,10.29,#N/A N/A,2/14/1900,13.32,44.11,81.59,81,#N/A N/A,12.31,#N/A N/A,2/9/1900,4.18,38.24,35.57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,238984,#N/A N/A,#N/A N/A,#N/A N/A,45.14,1099.23,3113.82,5797.03,10938.14,#N/A N/A,1306292224,1113703296,193519744,1743626496,40.8946,28.8674,26.6812,26.7035,50.4518,37.2138,31.2559,28.2648,28.9791,46.8781,209.85,64.54,41.42,34.05,27.45,156.64,49.53,41.43,31.64,32.49,0.3346,1.7847,1.1148,1.6321,1.2177
10/6/2008,4.0925,81.675,859.75,11.04,87.81,#N/A N/A,1/8/1900,#N/A N/A,51.58,14.61,41.75,4/4/1900,72.64,#N/A N/A,10.75,#N/A N/A,2/15/1900,14.03,44.89,81.49,82.86,#N/A N/A,11.09,#N/A N/A,2/10/1900,4.18,38.44,39.88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,281987,#N/A N/A,#N/A N/A,#N/A N/A,52.05,1056.89,2868.97,5387.01,10473.09,#N/A N/A,1754660992,1502989696,304489280,1849911936,40.8946,30.5247,29.9062,30.34,50.7443,37.2138,32.8242,31.3912,30.6523,42.2912,218.09,66.39,59.68,49.81,28.71,158.52,50.38,47.78,37.85,34.44,0.5828,2.8957,1.3548,1.2881,0.9799
10/7/2008,4.125,80.973,887.1,11.575,90.06,#N/A N/A,1/8/1900,#N/A N/A,51.16,16.94,45.56,4/11/1900,76.76,#N/A N/A,10.91,#N/A N/A,2/15/1900,14.32,45.77,83.09,83.32,#N/A N/A,11.1,#N/A N/A,2/11/1900,4.18,38.85,37.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,342917,#N/A N/A,#N/A N/A,#N/A N/A,53.68,996.23,2879.45,5326.63,10155.9,#N/A N/A,1603679104,1455660672,301573696,2107747840,40.8946,30.6098,30.393,29.8155,51.5234,37.2138,32.9678,31.3629,31.5767,39.2447,215.59,70.29,60.12,49.42,27.42,157.62,52.69,47.82,37.88,34.4,0.9297,1.5007,0.8838,1.3912,1.1466
10/8/2008,4.1795,80.913,907.62,11.74,88.95,#N/A N/A,1/8/1900,#N/A N/A,52.81,17.25,46.85,4/12/1900,73.2,#N/A N/A,11.34,#N/A N/A,2/15/1900,14.34,46.15,83.05,82.96,#N/A N/A,11.23,#N/A N/A,2/11/1900,4.18,39.62,37.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,339344,#N/A N/A,#N/A N/A,#N/A N/A,57.53,984.94,2694.55,5013.62,9203.32,#N/A N/A,1953820672,1827448704,382089376,2054947456,40.8946,31.562,34.0306,33.2741,35.6832,37.2138,33.91,33.8308,33.5897,35.3664,203.77,66.61,62.73,50.36,49.48,156.46,52.45,50.69,40.63,43.75,0.4215,2.2969,1.5576,1.0902,1.1088
10/9/2008,4.3915,81.163,913.25,12.1,86.59,#N/A N/A,1/8/1900,#N/A N/A,61.59,16.95,46.84,4/14/1900,72.93,#N/A N/A,12.47,#N/A N/A,2/18/1900,14.34,46.12,83.72,83.05,#N/A N/A,11.52,#N/A N/A,2/10/1900,4.18,39.24,37.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,248211,#N/A N/A,#N/A N/A,#N/A N/A,63.92,909.92,2629.04,4887,9157.49,#N/A N/A,1896197632,1471648256,281796672,2134867328,40.8946,34.1643,34.8845,33.5885,59.3391,37.2138,36.5632,34.0511,35.7195,67.0605,205,70.76,62.75,50.27,50.13,156.85,55.92,50.85,40.85,43.7,1.2861,2.2422,1.3495,0.9588,1.2296
10/10/2008,4.423,82.997,850.1,10.0575,77.7,#N/A N/A,1/8/1900,#N/A N/A,51.05,19.13,58.21,5/20/1900,74.64,#N/A N/A,19.89,#N/A N/A,2/18/1900,15.62,51.01,99.72,88.04,#N/A N/A,14.78,#N/A N/A,1/25/1900,4.18,40.63,39.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,363996,#N/A N/A,#N/A N/A,#N/A N/A,69.95,899.22,2421.87,4544.31,8276.43,#N/A N/A,2733487360,2477481728,458408096,2472608000,40.8946,35.8894,37.4235,40.4718,69.8808,37.2138,38.503,38.2183,42.0754,60.0055,153.89,61.11,69.89,56.1,61.91,157.43,55.92,55.32,44.89,51.08,0.4891,2.0512,1.4217,1.0293,0.6088
10/13/2008,4.546,81.876,833.07,10.7,81.19,#N/A N/A,1/8/1900,#N/A N/A,44.61,18.93,55,5/23/1900,74.81,#N/A N/A,19.59,#N/A N/A,2/19/1900,16.29,51.19,101.81,88.88,#N/A N/A,14.84,#N/A N/A,1/25/1900,4.18,40.08,36,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,210714,#N/A N/A,#N/A N/A,#N/A N/A,54.99,1003.35,2688.32,5062.45,8276.43,#N/A N/A,1618636928,1550064384,320643328,2472608000,40.8946,31.26,32.058,34.5162,69.8808,37.2138,33.6374,34.8045,36.9485,60.0055,186.81,86.4,97.72,91.54,61.91,178.53,66.76,64.9,57.06,51.08,0.4891,0.9309,0.9479,0.9654,0.6088
10/14/2008,4.66,81.363,836.85,10.965,78.63,#N/A N/A,1/8/1900,#N/A N/A,43.95,19.59,55.18,5/21/1900,74.91,#N/A N/A,16.23,#N/A N/A,2/19/1900,16.46,51.16,102.23,89.09,#N/A N/A,14.96,#N/A N/A,1/25/1900,4.18,40.25,35.74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,266143,#N/A N/A,#N/A N/A,#N/A N/A,55.13,998.01,2756.74,5199.19,9447.57,#N/A N/A,1740302720,1786820864,294889280,1693383552,40.8946,32.376,31.8288,32.349,72.8924,37.2138,34.7691,33.6866,34.9294,58.9749,187.23,86.37,99.27,94.27,110.72,177.88,66.74,65.64,58.03,66.69,0.6627,0.9986,1.1611,0.8267,0.6806
10/15/2008,4.5355,82.05,847.28,10.29,74.54,#N/A N/A,1/7/1900,#N/A N/A,46.72,19.08,51.17,5/1/1900,75.56,#N/A N/A,19.46,#N/A N/A,2/19/1900,16.52,51.2,103.69,89.97,#N/A N/A,17.06,#N/A N/A,1/26/1900,4.18,41.07,36.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,221136,#N/A N/A,#N/A N/A,#N/A N/A,69.25,907.84,2578.06,4861.63,9547.47,#N/A N/A,1583454464,1354518272,269198464,1849806976,40.8946,36.2216,35.8748,35.6141,51.6076,37.2138,38.8086,37.2644,37.5547,34.7199,209.52,95.58,103.65,98.72,110.8,185.81,71.33,67.79,60.4,66.96,1.2377,1.7024,0.9696,1.447,0.7239
10/16/2008,4.546,82.455,804.6,9.6738,69.85,#N/A N/A,1/7/1900,#N/A N/A,44.49,18.99,58.65,5/3/1900,76.57,#N/A N/A,18.4,#N/A N/A,2/19/1900,16.54,53.62,104.44,91.32,#N/A N/A,17.16,#N/A N/A,1/26/1900,4.18,41.26,37.58,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,283094,#N/A N/A,#N/A N/A,#N/A N/A,67.61,946.43,2423.8,4622.81,8458.45,#N/A N/A,1935414784,1629245184,307334624,1861989504,40.8946,35.4396,41.4227,43.2488,53.4741,37.2138,38.0861,43.4347,44.9532,57.599,211.47,101.71,100.89,96.81,123.54,185.21,72.91,69.45,61.51,74.75,0.4191,1.326,1.4088,0.8252,0.8293
10/17/2008,4.468,82.413,783.35,9.3525,71.85,#N/A N/A,1/7/1900,#N/A N/A,37.3,17.05,56.1,5/3/1900,79.84,#N/A N/A,20.91,#N/A N/A,2/19/1900,16.41,54.22,104.7,92.11,#N/A N/A,16.93,#N/A N/A,2/12/1900,4.18,41.21,37.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,141907,#N/A N/A,#N/A N/A,#N/A N/A,70.33,940.55,2532.17,4781.33,8693.82,#N/A N/A,1630555648,1632376960,325195232,1714729472,40.8946,36.8039,41.4394,41.4611,52.6524,37.2138,39.5504,41.7541,43.8601,43.721,203.11,100.87,101.6,96.58,127.45,184.41,72.34,70.27,62.17,75.54,0.789,1.5177,0.7134,1.1707,0.7874
10/20/2008,4.2875,83.1,796.93,9.785,74.25,#N/A N/A,1/7/1900,#N/A N/A,46.35,16.36,53.13,5/3/1900,81.39,#N/A N/A,21.71,#N/A N/A,2/20/1900,16.45,53.6,104.23,93,#N/A N/A,16.92,#N/A N/A,2/11/1900,4.18,41.36,35.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,137299,#N/A N/A,#N/A N/A,#N/A N/A,52.97,985.4,2613.68,4835.01,9005.59,#N/A N/A,1124486528,1126463744,192822784,1656398336,40.8946,33.3452,36.7258,38.1255,64.1189,37.2138,36.2119,38.9784,40.7491,64.8965,265.19,101.15,104.26,97.48,130.82,206.34,73.87,71.32,62.46,76.91,0.9531,1.2311,0.8473,0.9281,0.7609
10/21/2008,4.1505,83.99,771.65,10.11,70.89,#N/A N/A,1/7/1900,#N/A N/A,49.87,16.68,49.54,5/5/1900,82.2,#N/A N/A,24.97,#N/A N/A,2/21/1900,16.58,53.59,103.66,93.57,#N/A N/A,17.47,#N/A N/A,2/11/1900,4.18,41.31,35.41,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20923,#N/A N/A,#N/A N/A,#N/A N/A,53.11,955.05,2598.97,4784.41,9306.25,#N/A N/A,1103540096,960920960,175523424,1547894144,40.8946,33.9606,38.2621,36.4097,56.8829,37.2138,36.8649,36.9401,39.0598,60.1568,261.81,102.35,98.69,92.77,133.06,205.54,74.08,71.32,62.44,77.85,0.2872,1.3091,0.9055,1.0359,0.8543
